line,au_code
Go interline it with a brace of kisses.,TM
"Go to my cousin then, at Inns of Court.",TM
"Go to some private church, and marry Tim",TM
"Go to, you'll pardon me?",TM
"Go, and you honest watermen that stay,",TM
"Go, go, we see thee not; away, keep close,",TM
"Go, take a nap with some of the brethren, go,",TM
"Go, thou art an old fox, there's a tester for thee.",TM
"God-den, father.",TM
"God-den, father.",TM
"gold, wench, and make thy fortune shine like your",TM
"Good he were apprehended ere he go,",TM
"Good Master Yellowhammer, I love my name well,",TM
"Good mistress, spare her.",TM
"Good Mr. Oliver, cry thee mercy, i'faith.",TM
Good Mrs. Yellowhammer.,TM
"Good reason that the colon of a gentleman,",TM
"Good sir, apace.",TM
"Good sir, be patient.",TM
"Good sir, do, we cannot be too safe.",TM
"Good sir, pardon me, I'm master of this house,",TM
"Good sweet sir, bring us into love again.",TM
"Good sweet Tim, have patience.",TM
"Good; your will, sir?",TM
"Grammatica? Ha, ha, ha.",TM
"Grant that her education may be pure,",TM
Great pity of their deaths.,TM
H'as a contented health now.,TM
"H'as been twice warden, so may his fruit be,",TM
"Ha, how now, what are these that stand so close",TM
"Ha, this? Life, 'tis the same: abominable!",TM
"Ha, villain, peace.",TM
Ha?,TM
"Had been aught, hang thee, hadst thou been aught;",TM
"Had her desire[s] been wanton, they'd been blameless",TM
"Had never more spectators, more men's pities,",TM
Had word just the day after when you sent him the,TM
"Half drowned, she cruelly tugged her by the hair,",TM
Half our gettings,TM
"Hands join now, but hearts for ever,",TM
"Hang thee, thou hast had too many.",TM
"Hang, strumpet, I will take it now in spite.",TM
Hard fate!,TM
"Hark you there, wife.",TM
Has he a brother living?,TM
Has Tim word on't?,TM
"Hast thou less manners, and more impudence,",TM
Hath took that labour all out of my hands;,TM
"have no consciences at sweetmeats, where'er they",TM
Have you got a licence?,TM
Have you played over all your old lessons o' the virginals?,TM
"Have you the wideness of her finger, sir?",TM
Have? I have nothing.,TM
"He and his tutor, that he hath quite forgot",TM
He can tell that as well as I.,TM
"He gets me all my children, and pays the nurse,",TM
He had a girl kursened lately?,TM
He has both the cost and torment; when the strings,TM
He is lost for ever.,TM
"He is the cause of most men's crests,",TM
"He is. Now, wife, let's but get the girl",TM
"He lies i' th' knight's ward now. [To Lady Kix] Your belly, lady,",TM
"He makes towards you, forsooth.",TM
"He mocks me sure, and calls me a bundle of farts.",TM
He never kept it better.,TM
"He paid enough, poor gentleman, for his love.",TM
"He raves already,",TM
"He says true, father, a wise man for love will seek every hole: my tutor knows it.",TM
"he says true, forsooth, my name is Sims indeed; I have",TM
"He shoots at ladies' naked breasts,",TM
"He shoots his fiery darts so thick,",TM
He so shamed me once before an honest gentleman that knew me when I was a maid.,TM
"He was eight years in his grammar, and stuck horribly at a foolish place there called as in presenti.",TM
He was fain to give it over.,TM
"He was met at Holborn Bridge, and in his company",TM
He will be called Sir Yellowhammer then,TM
He will begin to know me by little and little.,TM
He willed me to distribute faithfully,TM
"He wrote this letter, which by oath he bound me,",TM
"He's an arrant whoremaster, consumes his time and state--",TM
"He's dead: 'twas a dear love to him,",TM
He's killed some honest gentleman; send for officers.,TM
"He's made by th' means, and fats his fortune shortly",TM
"He's so bashful, that's the spoil of youth;",TM
"he's the carrier's man, and his name is Sims, and there",TM
He's yet too sweet to part from.,TM
"heads about that, none of us all but knows what a fool is.",TM
"Heart, and she can speak English, I'll clap to her,",TM
"Heart, hark you, knight,",TM
"Heart, he can tell!",TM
"Heart, if she were so locked up, how got she out?",TM
"Heart, if you do, you shall take all--I'll marry.",TM
"Heart, let him pass, thou'lt never have the wit",TM
"Heart, she bit sore there; prithee, make's friends.",TM
"Heart, villain, is it thou?",TM
"Heart, will nothing comfort him?",TM
Her father will command her.--Davy Dahumma!,TM
her marriage quite; she'll have a bout with thee.,TM
"Her parents may have joyful hearts at this,",TM
"Her pleasing pleasures now hath poisoned me,",TM
"Her sugar by whole loaves, her wines by rundlets.",TM
"Her tribulation here, and raise up seed.",TM
"Here be your wedding sheets you brought along with you, you may both go to bed, when you please [to].",TM
"Here comes a friendly and familiar pair,",TM
Here comes our gossips now;,TM
Here you must pass for a pure virgin.,TM
"Here, 'tis ready, sir.",TM
"Here, eat some plums.",TM
"Here, Mistress Yellowhammer, and neighbours,",TM
"Here, sirrah, pull off my boots. Put on, put on, Jack.",TM
"Here, take her in, Nurse,",TM
Here's a French crown for you;,TM
"Here's a letter from a friend of yours,",TM
Here's a little vial of almond-milk--,TM
"Here's a noise, not parted yet? [Heyday],",TM
Here's a strange day again.,TM
Here's a strange gentleman desires private conference.,TM
"Here's a thing trolled nimbly. Give you joy, brother,",TM
"Here's all I have, i'faith, take purse and all.",TM
Here's an unlucky breakfast.,TM
Here's no inconscionable villainy--,TM
Here's nothing but disputing all the day long with 'em.,TM
"Here's pen, and ink, and paper, and all things ready,",TM
"Here's running to and fro, nurse upon nurse,",TM
Here's some gold,TM
Here's the ring ready; I am beholding,TM
"Here's work, i'faith.",TM
"Heyday, my wife's laid down, too, here's like to be",TM
"Higher, sir, by far: you cannot see the top of 'em.",TM
His creditors are so greedy.,TM
"His darts are so confounding,",TM
His hopes in marriage already--,TM
"His name, sweet Jugg?",TM
"His niece, forsooth.",TM
"His senses are quite gone, he knows me not;",TM
"his sword upon it, attended by many in black [including",TM
Hist.,TM
"Ho, my wife's quickened, I am a man forever,",TM
"Hoist, I beseech thee!",TM
"Hold, hold, Maudlin.",TM
"Honest wife, I thank thee; I ne'er knew",TM
"Honesty wash my eyes, I have spied a wittol.",TM
"Hope tells me so,",TM
"How 'twill revive thy spirits: strive with thy fit,",TM
How adverse runs the destiny of some creatures--,TM
"How can he choose but be so, coming with Cambridge letters from our son Tim?",TM
"How cheer you, mistress?",TM
How cheers my mistress?,TM
How cunningly he came over us!,TM
How did the mongrels hear my wife lies in?,TM
"How do you agree, forsooth?",TM
How do you satisfy me?,TM
How does he after this?,TM
"How does he, ere I look on't?",TM
"How does this suit fit me, Davy?",TM
"How does your sister look, is she not changed?",TM
How does your wife?,TM
"How dost, Jack?",TM
"How dost, sirrah?",TM
"How faint he goes, two of my fellows lead him.",TM
"How hard at first was learning to him? Truly, sir,",TM
"How hot they have made the room with their thick bums,",TM
"How if I crossed this, sir?",TM
"How is't with you, sir?",TM
"How is't, woman? We have brought you home",TM
"How long I have to live? O, what comes then?",TM
How many accidences do you think he wore out ere he came to his grammar?,TM
"How must I take mine, sir?",TM
"How now, how speeds your business?",TM
"How now, Jack?",TM
"How now, Maudlin?",TM
"How now, pupil, ha, quid est grammatica?",TM
"How now, Tim?",TM
How now?,TM
"How say you now, Gossip,",TM
"How sayst thou, Davy?",TM
How shall I dispose of these two brats now,TM
How shall we do for weapons?,TM
How Snaphance?,TM
"How they have shuffled up the rushes, too, Davy,",TM
How would you have women locked?,TM
"How, a licence?",TM
"How, how? If I may speak without offence, sir,",TM
"How, kills? [Aside to Second Promoter] Come hither, Dick, a bird, a bird.",TM
"How, shall I deny your name? ""Timotheus"" quoth he?",TM
How?,TM
"How's that, look for her?",TM
How's that?,TM
Hunc proba.,TM
"Husht, stand close.",TM
"I am a good fellow, faith, have been too kind",TM
I am a stranger both unto the city,TM
"I am a younger brother, and have nothing.",TM
I am acquainted with him that keeps the monuments;,TM
I am almost choked with't.,TM
I am ever thine although we part for ever.,TM
I am glad,TM
"I am going to bid gossips for your worship's child, sir,",TM
I am most glad on't.,TM
I am right glad I am so well rid of him.,TM
I am silent with delight.,TM
"I am so angry, I'll watch no more today.",TM
"I am so endeared to thee for my wife's fruitfulness,",TM
I am struck with wonder.,TM
I am studying who to get for godmother,TM
I am the most unfortunate in that game,TM
I am the sorrier for't.,TM
"I am very joyful, sir.",TM
"I barren! O life, that I durst but speak now,",TM
"I believe you, sir.",TM
"I bought a jade at Cambridge,",TM
"I brake up house but this morning; pray thee, pity me,",TM
"I call not you, I call the wet nurse hither,",TM
"I came from thence myself, though now a citizen. I'll be bold with you: you are most welcome.",TM
"I can borrow Harry the Fifth's sword, 't will serve us both to watch with.",TM
"I can do somewhat, too, in my own lodging.",TM
I can perform for my sweet brother's sake.,TM
"I can, sir, simply.",TM
I cannot do withal; there's things making,TM
I cannot get her for my life,TM
I cannot please you.,TM
"I cannot think, there's anyone amongst you,",TM
"I care not where,",TM
"I care not who knows it; he's now a jolly fellow,",TM
I curse and spare not now.,TM
"I dare not, I am afraid.",TM
"I dreamt of anger still, here take your ring, sir;",TM
"I embrace your acquaintance, sir.",TM
"I feel I have lost, 'tis of more weight, i'faith.",TM
"I feel that plainly, why yet I'll win my wager.",TM
I find a too much aptness in my blood,TM
I found the way more dangerous than I looked for.,TM
I give great approbation to your conclusion.,TM
"I grant you I may prove another man's wife so,",TM
"I ha' been long enough in the chamber with him,",TM
"I ha' not brought him up, he stands at door,",TM
"I had been taken, brother, by eight sergeants,",TM
I had everlastingly slept out all hope,TM
I had forgot a sister's child that's sick.,TM
"I had no less than seven lay in last progress,",TM
"I haply have his name, too, that has got",TM
I have 'scaped well thus far; they say the knaves,TM
I have a sad tongue ready to supply.,TM
I have brought your jewel by the hair.,TM
"I have certain things to think on,",TM
"I have done lifting on you, and my wife, too.",TM
"I have done, wench;",TM
"I have felt the force of love from good men's daughters,",TM
I have forgot him.,TM
"I have half a scornful stomach,",TM
"I have her for you, sir.",TM
"I have kept a whore myself, and had a bastard,",TM
"I have looked in Rider's dictionary for the letter R,",TM
"I have no dwelling,",TM
"I have no time to stay, nor scarce can speak,",TM
I have nothing to do else.,TM
"I have purse, and bed, and board for you:",TM
"I have struck it home, i'faith.",TM
I have such a fatal finger in such business,TM
I have suffered a long time.,TM
"I have sworn, i'faith.",TM
"I have teeth, sir, I need not mumble yet this forty years.",TM
"I have the name, and in his gold I shine.",TM
"I have told her still, 'tis the waving of a woman",TM
I hear she's towards marriage.,TM
"I hear you mumble, Davy.",TM
"I heard of her virtues,",TM
I hold my life he understands no English.,TM
I hold my life she's in deep passion,TM
I hold my life--,TM
I hold that wife a most unmatched treasure,TM
"I hope I shall be well, for I am as sick",TM
"I hope no less; what is your will, sir?",TM
I hope the zeal I bring with me shall deserve it.,TM
"I hope to see thee, wench, within these few years,",TM
I keep of purpose two or three gulls in pickle,TM
I knew 'twould prick. Thus do I fashion still,TM
"I knew he durst not stay, when you named officers.",TM
"I knew he was past the best, when I gave him over.",TM
"I know 'tis great, but what of that, wife?",TM
"I know not which, i'faith.",TM
"I know them not,",TM
"I know Touchwood,",TM
"I know what I do, wife.",TM
"I learnt it of my father, ever figient;",TM
I love lowliness.,TM
"I love such peals, a' life; wife, lead them in a while,",TM
I love them with my heart for't.,TM
I mar'l what this gentlewoman should be,TM
"I may be admitted, though the brother",TM
I may sit still and play; he's jealous for me--,TM
I mean so.,TM
I mean to make good deeds my children.,TM
"I mean upon the forehead,",TM
"I must break through thee then, there is no stop",TM
"I must e'en truss up all, and after him, Davy,",TM
"I must fit all these times, or there's no music.",TM
"I must forth with't, chiefly for country wenches,",TM
"I must go beat my brains against a bed post,",TM
"I must hereafter know you for no friend,",TM
"I must learn of you, sir.",TM
I must pull too many things out to be certain.,TM
"I must tell you, sir,",TM
"I ne'er stand long about 'em,",TM
"I never could stand long in one place yet,",TM
"I never knew it yet, nor ever heard of;",TM
"I never was so near my wish, as this chance",TM
"I pardon you, you are both losers.",TM
"I pay for none at all, yet fools think's mine;",TM
"I perceive then a woman may be honest according to the English print, when she is a whore in the Latin. So much for marriage and logic. I'll love her for her wit, I'll pick out my runts there: and for my mountains, I'll mount upon--",TM
"I prithee, look what market she hath made.",TM
"I promise you a fine gentleman, and a courteous.",TM
I protest I never saw two maids handed more alike;,TM
"I see these things, but like a happy man,",TM
"I shall not lose him yet, no wife will come,",TM
I shall not want your sight?,TM
"I shall receive two thousand pound in gold,",TM
"I shall remember by a sweet, sweet token--but nothing could he answer.",TM
I shall up presently:,TM
"I should have cursed most bitterly,",TM
"I spare for nothing, wife, no, if the price",TM
I take delight to see her: Nurse!,TM
"I thank him, h'as maintained my house this ten years,",TM
I thank you all for your pains.,TM
"I thank you for her, sir.",TM
"I thank your kind worship, sir.",TM
"I thank your wisdom, sir, for blinding of us;",TM
I think his wound be mortal.,TM
"I think I have bestirred my stumps, i'faith:",TM
I think she'll follow him quickly.,TM
I think we rid our hands in good time of him.,TM
"I think you did,",TM
"I think you have married her in logic, Tim.",TM
I thought he would never a took the Latin tongue.,TM
I thought you had been familiar with my wife once.,TM
I thought you'd marry me to a stranger.,TM
"I told thee, Maud, we should hear from Tim.",TM
I took her with one smock.,TM
"I tremble to behold her, she keeps back",TM
"I understand by rumours, you have a daughter,",TM
"I walk out in a morning, come to breakfast,",TM
"I was a maid before, I can bring a certificate for it,",TM
I was ne'er called so till I was married.,TM
I was well till thou began'st to undo me;,TM
"I will deliver you of the wonder straight, brother:",TM
"I will not take it now, sir,",TM
"I will prevent you all, and mock you thus,",TM
"I wonder things can be so warily carried,",TM
I wonder what he makes here with his consorts?,TM
"I wonder what my parents mean, i'faith,",TM
"I would it might not, wife; the tediousness",TM
"I would not care what clown my husband were too, so I had such fine children.",TM
I would not change my wife for a kingdom;,TM
I would not feed my daughter with that spoon,TM
"I would not have my cruelty so talked on,",TM
"I would not have thy toil, for all thy pleasure.",TM
"I would see all my wife's good parts at once,",TM
I.[i. A street in front of Yellowhammer's shop.],TM
I'd give a thousand pound to purchase fruitfulness;,TM
"I'faith, and is Sir Walter come?",TM
"I'faith, thou art a good soul, he lies that says it;",TM
i'faith. Has no attorney's clerk been here alate and,TM
I'll about it.,TM
I'll answer for them;,TM
I'll be at hand to take it.,TM
I'll be divorced.,TM
"I'll bind Wat prentice to a goldsmith, my father Yellowhammer;",TM
"I'll bring my master to you, he shall show you",TM
"I'll buy, walk by your noses with my flesh,",TM
"I'll cry it through the streets, and follow you.",TM
"I'll ease you of that care, and please myself in't.",TM
I'll fit your worship then with a male partner.,TM
"I'll follow thee to death, but ha't out.",TM
"I'll give up house, and keep some fruitful whore,",TM
I'll give't you instantly.,TM
"I'll go bid gossips presently myself,",TM
I'll go kiss the lower end the whilst.,TM
"I'll harbour no such persons as men-slayers,",TM
I'll have him sweat well e'er they go to bed.,TM
"I'll have the dinner kept in Goldsmiths' Hall,",TM
"I'll have the parson's hand, too, or I'll not yield to't.",TM
"I'll let her out to execution, tutor,",TM
"I'll make some shift or other.--Iterum, dico opibus abundat maximis montibus et fontibus et, ut ita dicam, rontibus; attamen, vero, homanculus ego sum natura, simule arte bachalarius, lecto profecto non parata.",TM
I'll make thee an example,TM
"I'll mark him for a knave and villain for't,",TM
"I'll ne'er plot further for 'em, nor this honest chambermaid",TM
"I'll ne'er seek farther, if you'll give me leave, sir.",TM
I'll plague you every way;,TM
I'll prove a whore to be an honest woman.,TM
"I'll see thee often,",TM
I'll sell all at an outcry.,TM
"I'll send in the North Wales gentlewoman to him,",TM
I'll soon save you that labour.,TM
I'll stand for one myself.,TM
I'll stand still then.,TM
"I'll stop those wheels, or all the work will break.",TM
"I'll swear it's none of mine, let him that got it",TM
"I'll take a whore along, and ride to Ware.",TM
"I'll tell her so, too, in a word near her own language.--Ego non cogo.",TM
"I'll tell thee where, wench,",TM
I'll tell you when I have drunk.,TM
I'll tug thee home by the hair.,TM
"I'll venture that, i'faith.",TM
"I'm glad I 'scaped it,",TM
I'm glad my mother's come to part us.,TM
I'm in an excellent pace for any physic.,TM
"I'm the more beholding to your pains, sir.",TM
I've a reward here for thee.,TM
If a close room or so can keep her from the light on't.,TM
"If any thing be worse than slave or villain,",TM
"If e'er ye loved woman, talk not on't, sir;",TM
If either love or grace had part in thee.,TM
"If ever eyes were open, these are they;",TM
"If he be so far gone, 'tis time to moan;",TM
If I know what to say to her now,TM
"If I may be so bold with you, which, I pray?",TM
"If I see your worship at Goose Fair, I have a dish of birds for you.",TM
"If it were born to greatness, whereas mine",TM
"If she be caught again, and have this time,",TM
"If the law save your life, sir, or the surgeon.",TM
"If the least grain be left, and get thee from me.",TM
"If you be pleased to like on't, till prosperity",TM
"If you call it so, it was.",TM
"If you dare venture by her finger, sir.",TM
"If you should disclose it, sir--",TM
II.[i. A street.],TM
III.[i. A church.],TM
"Imprimis, I bequeath to yonder wittol,",TM
"Imprimis, sir, a good fat loin of mutton;",TM
Impudent strumpet!,TM
"Impute not, sir, his end to any hate",TM
In a great dowry with a goldsmith's daughter.,TM
"In a quickly fleeting kiss,",TM
"In being lawful ever, but of all creatures",TM
In death?,TM
"In excellent fashion, he dares do no less, sir.",TM
"In faith, I will not.",TM
"In French and Dutch, beholding ere she dies",TM
"In Gresham's Burse about her; then her restoratives,",TM
"In Hebrew, fool? 'Tis Welsh.",TM
"In league with logic, and read the Dunces to him.",TM
"In mine own justice, in mine own right--I barren!",TM
"in my company; but you are dull, nothing comes nimbly",TM
"In my own pate, and can as well read 'em to others.",TM
In Paul's churchyard?,TM
"in that, I have took a great deal of pains, and come",TM
"In the erecting of Bridewells and spital-houses,",TM
In the half circle of a year erected,TM
"In the mean space lose you no time, sweet brother;",TM
"In the meantime I will lock up this baggage,",TM
"In the university they're kept still to men,",TM
"In the way of marriage, I'm no graduate;",TM
In their Cato and Cordelius.,TM
"In this business, what I do is merely recreation,",TM
"In this day's business, Mr. Touchwood's brother.",TM
"In this full fair assembly, maid, man, or wife,",TM
"In this strict time of Lent, I cannot imagine;",TM
"In troth, a match, wench:",TM
"In troth, I pity him, he ne'er stands still.",TM
"Indeed, it shall be yours.",TM
Into one cup.,TM
"Into the maids, sweet Davy, and give order his chamber be",TM
Invisible but horrid;,TM
Is come and brought up his ewe mutton,TM
"Is cruel toward her, being to him.",TM
Is not she toward marriage?,TM
Is only kept for me.,TM
Is our master come?,TM
"Is sure of beggary, though it were got in wine.",TM
Is the drink come?,TM
Is this your tutor Tim?,TM
"Is your son come, forsooth!",TM
Is't come to that? The peal begins to cease.,TM
Is't no worse thinkst thou?,TM
"Is't not a chopping girl, so like the father?",TM
Is't possible?,TM
Is't possible?,TM
"It but whets my stomach, which is too sharp",TM
"It cost him but his life, that was all, sir:",TM
"It doth no good, sir.",TM
It dropped down before it came at me.,TM
It had been done ere this time.,TM
It had eaten nearer if it had not been prevented.,TM
"It hath right shape, and all the nails it should have.",TM
It hath scarce breath--,TM
"It is his will, I must.",TM
It is no doctor's art can cure my grief.,TM
It is not come to mid-Lent Sunday yet.,TM
"It makes a hundred weeping eyes, sweet gossip.",TM
It makes me sweat to think on't.,TM
"it makes no matter: ambobus parentibus, for a pair of",TM
"It never misses, they come so fast upon him,",TM
"It pours down, i'faith: they never think of payment.",TM
"It shall be done, sir.",TM
"It shall be yours, sir.",TM
"It vows your service, sir.",TM
"It was some rotten kiss sure,",TM
It would have made a thousand joyful hearts.,TM
It would kill me and if I paid for't.,TM
"It's near high time; come, Mr. Allwit.",TM
IV.[i. Yellowhammer's house.],TM
"Joy, joy to you both.",TM
"Just such another gentlewoman that's your daughter, sir.",TM
"Keep it. Thus do I rid myself of fear,",TM
"Keep me from suspicion still, nor know",TM
"Kept the eyes open still on all my sins,",TM
Kiss.,TM
Kiss.,TM
"Kissing or scolding, and then must be made friends,",TM
Kix to his Lady within.,TM
"Knows? Ay, and glad he may too, 'tis his living;",TM
"Lady, friends? Come.",TM
"Las my poor girl,",TM
"Las, what doth he mean, sir?",TM
"Last week? When I was of your bord, he missed me not",TM
"Latin, fool?",TM
"Lay the waterside, she's gone forever else.",TM
"Lead 'em in, wife.",TM
"Lent, what cares colon here for Lent?",TM
Let him come when he will.,TM
Let me come next.,TM
"Let me come to his worship, let me come.",TM
Let me forever hide my cursed face,TM
Let me go.,TM
"Let me intreat, sir.",TM
Let me not see tomorrow up upon the world.,TM
"Let me see: long, and slender, and neatly jointed,",TM
"Let the law lift you now, that must have all,",TM
"Let the poor gentleman stay, being so sore wounded,",TM
Let's e'en go to the Checker,TM
Let's have about with them in the meantime.,TM
"Let's let out lodgings then,",TM
Let's see her once again; I cannot choose,TM
"Let's share this, and see what hap comes next then.",TM
"Lie soft, sleep hard, drink wine, and eat good cheer.",TM
"lie with thee so often, to leave thee without English:",TM
life you have forgot your dancing: when was the dancer with you?,TM
"Life, call you this close keeping?",TM
"Life, do they think I have no more care of my body,",TM
"Life, every year a child, and some years two,",TM
"Life, for furniture, we may lodge a countess:",TM
"Life, had she none to gull but poor promoters",TM
"Life, has he children too?",TM
"Life, rip my belly up to the throat then, Davy.",TM
"Life, what makes thee so merry? Thou hast no cause",TM
"Life, whip a bachelor? You'd be laughed at",TM
"like a mermaid; she's but half my sister now, as far as the flesh goes, the rest may be sold to fishwives.",TM
Like a true sister with motherly bearing.,TM
Like an old bachelor in a tradesman's chamber;,TM
"Like enough, sir,",TM
Like ravenous creditors that will not suffer,TM
Lock yourself where you will.,TM
Look after him and spare not; there he walks,TM
"Look how they have laid them,",TM
"Look in my back yard, I shall find a steeple",TM
"Look in my coal house about midsummer eve,",TM
"Look in my face, who am I, an't like your worship?",TM
"Look on her, tutor, she hath brought her from the water",TM
Look they have all low stools.,TM
"Look up, an't like your worship, heave those eyes,",TM
Look with a friendly eye upon our states.,TM
"Look ye, do you see, 'tis gone.",TM
"Look, gentlemen, if ever you say the picture",TM
"Look, look, in faith, sir.",TM
"Look, look, poor fool,",TM
"Look, look, what has he given her, what is't, gossip?",TM
"Looks she like death, and ne'er a word made yet?",TM
"Made lightsome, e'en by him that made me heavy.",TM
"made ready instantly; my wife's as great as she can wallow,",TM
"Made up with Kentish faggots, which o'erlooks",TM
"Mads me but this was a lamb's head with you,",TM
"Maintains the whole house, apparels the husband,",TM
"Make these joyful hearts, here's none but friends.",TM
Make way a hundred sighs at once for me.,TM
"Makes me; ere tomorrow noon,",TM
"Making one too, in principal pure Latin,",TM
"man, he says; ambobus parentibus, for a pair of boots; patri et matri, pay the porter, or it makes no matter.",TM
"Marriage and hanging goes by destiny,",TM
"Marriage, Davy?",TM
"Marry, as I will order it,",TM
"Mass, a match,",TM
"Mass, that's true, posy, i'faith; e'en thus, sir:",TM
"May rightly say, I am o'ergrown with sin;",TM
"Meaning me, sir?",TM
"Merely I sing, and suck out others'; then,",TM
"metal, tutor, ne'er lost day yet; 'tis but at Westminster.",TM
Methinks an honest peace might be established.,TM
Methinks her husband shows like a clown to him.,TM
Methinks her husband's head might serve with bacon.,TM
"Methinks she shows gallantly, like a moon at full, sir.",TM
Methinks the pain that thou endurest.,TM
"Methinks, i'faith, 'tis boldly done of her",TM
"Might by hard censure be called flattery,",TM
"Mine, drouth and coldness?",TM
"Mistress and partner, I will put you both",TM
"Moll, daughter,",TM
"Mongst gentlewomen of our time, she would ha' hanged",TM
Mongst married wives.,TM
"Monstrous strong, sir.",TM
"Monthly, or weekly, puts me to nothing,",TM
More than e'er I knew. Go take your rest.,TM
More to betray her; this is like a murderer,TM
"Mother, you do intreat like a freshwoman;",TM
"Mr. Touchwood, hear'st thou this news?",TM
"Mum, mum, sir.",TM
Music and Welsh song.,TM
"must needs fetch words from Westminster; I ha' done,",TM
Must run in sugar-sops and nurses' wages,TM
my cost now I had been beggared. These women,TM
"My daughter takes no hurt then, so let them wed,",TM
"My gettings, wench, they are poor.",TM
My honest brother.,TM
My honest Davy?,TM
My joy wants utterance.,TM
"my learned counsel with this gear, 'twill ne'er be discerned else.",TM
My love and I must part;,TM
My love and I must part.,TM
My master's upon marriage.,TM
My mother's gone to lay the Common stairs,TM
"My poor boy Tim is cast away this morning,",TM
"My sister's gone, let's look at Trig stairs for her;",TM
"My taste grows bitter, the round world all gall now,",TM
My tutor cannot tell me;,TM
My tutor reads it.,TM
My wife helps the number then?,TM
My wife lies in; a foutra for promoters!,TM
"My will? Yes, yes, what else? Who writes apace now?",TM
My zeal but in thy heart:,TM
"Nay then, I run, sir.",TM
"Nay, and you'll follow my suit, and save my purse, too,",TM
"Nay, by my faith, she must prove that herself,",TM
"Nay, by my troth, I know not, ask not me, he's grown too verbal; this learning is a great witch.",TM
"Nay, coz, another man's wife, too.",TM
"Nay, do not hinder 'em now, stand from about 'em,",TM
"Nay, do not laugh, son, but let me hear you say it now:",TM
"Nay, good sweet, Tim.",TM
"Nay, he disclaims it, calls Latin Papistry, he will not deal",TM
"Nay, he shall do't, forsooth.",TM
"Nay, I'm not given to standing.",TM
"Nay, pray thee cease, I'll be at more cost yet,",TM
"Nay, prithee what dost mean?",TM
"Nay, sure thou shalt not miss so fair a mark",TM
"Nay, thee, thou desertless slave!",TM
"Nay, turn not from it, nor offer to escape, for if you do,",TM
Ne'er more pity.,TM
Ne'er was the like in Cambridge since my time;,TM
"Negatur argumentum, tutor.",TM
Negatur argumentum. Here comes Sir Walter.,TM
"Negatur, there's logic to begin with you, mother.",TM
"Neither his life, nor estate will be touched, husband.",TM
Never could death boast of a richer prize,TM
Never was hour so filled with joy and wonder.,TM
"New come to town, sir.",TM
"Next I bequeath to that foul whore, his wife,",TM
Next to his heart.,TM
Nine children by one water that he useth;,TM
No devil can be like thee.,TM
"No English man, bless my boy,",TM
No fish will be admitted.,TM
No living creature entered--,TM
"No longer, slave?",TM
no mar'l I heard a citizen complain once that his wife's,TM
"No matter so the whore he keeps be wholesome,",TM
"No matter, what serves wealth for?",TM
No more than I do.,TM
"No more words, mother.",TM
"No more, brother.",TM
No strangers in my absence?,TM
"No, believe me, a very spiny creature, but all heart,",TM
"No, by my troth,",TM
"No, do you tell us that?",TM
"No, faith, here's a lamb's head,",TM
"No, I protest, sir.",TM
"No, thou shalt find, villain",TM
"No: but she means to be, and that's as good,",TM
Non ideo sane.,TM
"None gets by your not-getting, but that knight;",TM
None knew the dear account my soul stood charged with,TM
Nor ever playfellows together;,TM
Nor trust to't any longer: tomorrow morn as early,TM
"Not a whit, sir,",TM
Not a whit; I hope I know my place.,TM
"Not as with you,",TM
Not constraint.,TM
"not forgot all my learning. A money matter, I thought I should hit on't.",TM
"Not in my house, sir,",TM
"Not only keeps my wife, but 'a keeps me,",TM
"Not this Lent, sir?",TM
Not to give liberty now? The devil himself,TM
Nothing,TM
"Nothing better, sir, if it be furnished",TM
"Nothing but reasoning about a fool, mother.",TM
"Nothing but wet, sir,",TM
"Nothing! Thou hast too much, thou lying villain",TM
Now a pox choke you!,TM
"Now at this instant, I cannot say truly.",TM
"Now bless thee, two at once; I'll stay no longer;",TM
Now by,TM
"Now by chance, even by a stranger's pity,",TM
"Now by my faith, a fair high standing cup, and two great postle spoons, one of them gilt.",TM
Now for a quarter of lamb.,TM
Now for a shoulder,TM
"Now he is worse and worse,",TM
Now he's out of work he falls to making dildoes.,TM
"Now I disclaim the end, you'll make me mad.",TM
Now I have a feeling of him.,TM
Now I like these wenches well.,TM
"Now I think on't, wife.",TM
Now in goes the long fingers that are washed,TM
Now join hands--,TM
"Now kept in garrets, weeps for some calf's head now;",TM
"Now out comes all the tasseled handkerchers,",TM
Now the cups troll about to wet the gossips' whistles;,TM
Now we know him we'll make shift with him.,TM
Now we shall have such pocketing;,TM
Now well-come the good hour.,TM
"Now what the meaning of these runts should be,",TM
"Now what's the din betwixt mother and daughter, ha?",TM
"Now you keep house, sister.",TM
"Now, besides many a pound of soap and tallow;",TM
"Now, sirs, Sir Walter's come.",TM
"Now, wench, thou art welcome to the heart of the city of London.",TM
nter all the Gossips [including Maudlin and Lady Kix].,TM
"O ay, she cannot lie dry in her bed.",TM
"O dear sweet gentleman, what fine words he has--",TM
O death!,TM
O death! Do I hear this with part,TM
O death! Is this,TM
"O horrible, dar'st thou call me brevity?",TM
"O how my offences wrestle with my repentance,",TM
"O husband, husband, she will die, she will die,",TM
"O husband, husband.",TM
O me!,TM
O monstrous absurdity!,TM
"O my vengeance,",TM
"O no, sweet gossip.",TM
"O see, sir,",TM
"O sir, if ever you felt the force of love, pity it in me.",TM
"O sir, the gentleman you wounded is newly departed.",TM
