line,au_code
"From whose fair eye-balls flyes that holy fire,",JF
"That Poets stile the Mother of desire,",JF
Infusing into every gentle brest,JF
"A soul of greater price, and far more blest",JF
"Than that quick power, which gives a difference,",JF
Twixt man and creatures of a lower sense.,JF
"_Clor_. Shepherd, how cam'st thou hither to this place?",JF
"No way is troden, all the verdant grass",JF
"The spring shot up, stands yet unbruised here",JF
"Of any foot, only the dapled Deer",JF
Far from the feared sound of crooked horn,JF
Dwels in this fastness.,JF
"_Th_. Chaster than the morn,",JF
"I have not wandred, or by strong illusion",JF
Into this vertuous place have made intrusion:,JF
But hither am I come (believe me fair),JF
"To seek you out, of whose great good the air",JF
"Is full, and strongly labours, whilst the sound",JF
"Breaks against Heaven, and drives into a stound",JF
"The amazed Shepherd, that such vertue can",JF
Be resident in lesser than a man.,JF
"_Clor_. If any art I have, or hidden skill",JF
"May cure thee of disease or festred ill,",JF
Whose grief or greenness to anothers eye,JF
"May seem impossible of remedy,",JF
I dare yet undertake it.,JF
_The_. 'Tis no pain,JF
"I suffer through disease, no beating vein",JF
"Conveyes infection dangerous to the heart,",JF
"No part impostum'd to be cur'd by Art,",JF
This body holds; and yet a feller grief,JF
Than ever skilfull hand did give relief,JF
"Dwells on my soul, and may be heal'd by you,",JF
Fair beauteous Virgin.,JF
"_Clor_. Then Shepherd, let me sue",JF
To know thy grief; that man yet never knew,JF
"The way to health, that durst not shew his sore.",JF
"_Then_. Then fairest, know, I love you.",JF
"_C[l]or_. Swain, no more,",JF
"Thou hast abus'd the strictness of this place,",JF
And offred Sacrilegious foul disgrace,JF
"To the sweet rest of these interred bones,",JF
"For fear of whose ascending, fly at once,",JF
"Thou and thy idle passions, that the sight",JF
Of death and speedy vengeance may not fright,JF
Thy very soul with horror.,JF
_Then_. Let me not,JF
(Thou all perfection) merit such a blot,JF
For my true zealous faith.,JF
_Clor_. Dar'st thou abide,JF
To see this holy Earth at once divide,JF
"And give her body up? for sure it will,",JF
If thou pursu'st with wanton flames to fill,JF
"This hallowed place; therefore repent and goe,",JF
"Whilst I with praise appease his Ghost below,",JF
That else would tell thee what it were to be,JF
A rival in that vertuous love that he,JF
Imbraces yet.,JF
_Then_. 'Tis not the white or red,JF
Inhabits in your cheek that thus can wed,JF
"My mind to adoration; nor your eye,",JF
"Though it be full and fair, your forehead high,",JF
And smooth as _Pelops_ shoulder; not the smile,JF
Lies watching in those dimples to beguile,JF
"The easie soul, your hands and fingers long",JF
"With veins inamel'd richly, nor your tongue,",JF
"Though it spoke sweeter than _Arions_ Harp,",JF
"Your hair wove into many a curious warp,",JF
Able in endless errour to infold,JF
"The wandring soul, nor the true perfect mould",JF
"Of all your body, which as pure doth show",JF
In Maiden whiteness as the Alpsian snow.,JF
"All these, were but your constancie away,",JF
Would please me less than a black stormy day,JF
The wretched Seaman toyling through the deep.,JF
"But whilst this honour'd strictness you dare keep,",JF
Though all the plagues that e're begotten were,JF
"In the great womb of air, were setled here,",JF
"In opposition, I would, like the tree,",JF
"Shake off those drops of weakness, and be free",JF
Even in the arm of danger.,JF
_Clor_. Wouldst thou have,JF
"Me raise again (fond man) from silent grave,",JF
"Those sparks that long agoe were buried here,",JF
With my dead friends cold ashes?,JF
"_Then_. Dearest dear,",JF
"I dare not ask it, nor you must not grant;",JF
"Stand strongly to your vow, and do not faint:",JF
"Remember how he lov'd ye, and be still",JF
"The same Opinion speaks ye; let not will,",JF
"And that great god of women, appetite,",JF
Set up your blood again; do not invite,JF
"Desire and fancie from their long exile,",JF
To set them once more in a pleasing smile:,JF
Be like a rock made firmly up 'gainst all,JF
"The power of angry Heaven, or the strong fall",JF
"Of _Neptunes_ battery; if ye yield, I die",JF
To all affection; 'tis that loyaltie,JF
Ye tie unto this grave I so admire;,JF
"And yet there's something else I would desire,",JF
"If you would hear me, but withall deny.",JF
"O _Pan_, what an uncertain destiny",JF
"Hangs over all my hopes! I will retire,",JF
"For if I longer stay, this double fire",JF
Will lick my life up.,JF
"_Clor_. Doe, let time wear out",JF
What Art and Nature cannot bring about.,JF
"_Then_. Farewel thou soul of vertue, and be blest",JF
"For ever, whilst that here I wretched rest",JF
Thus to my self; yet grant me leave to dwell,JF
In kenning of this Arbor; yon same dell,JF
O'retopt with morning Cypress and sad Yew,JF
"Shall be my Cabin, where I'le early rew,",JF
"Before the Sun hath kist this dew away,",JF
The hard uncertain chance which Fate doth lay,JF
Upon this head.,JF
_Clor_. The gods give quick release,JF
And happy cure unto thy hard disease.                [_Exeunt_.,JF
_Enter_ Sullen Shepherd.,JF
"_Sullen_. I do not love this wench that I should meet,",JF
For ne'r did my unconstant eye yet greet,JF
"That beauty, were it sweeter or more fair,",JF
"Than the new blossoms, when the morning air",JF
"Blows gently on the[m], or the breaking light,",JF
When many maiden blushes to our sight,JF
Shoot from his early face: were all these set,JF
"In some neat form before me, 'twould not get",JF
"The least love from me; some desire it might,",JF
Or present burning: all to me in sight,JF
"Are equal, be they fair, or black, or brown,",JF
"Virgin, or careless wanton, I can crown",JF
My appetite with any; swear as oft,JF
"And weep, as any, melt my words as soft",JF
"Into a maiden[s] ears, and tell how long",JF
"My heart has been her servant, and how strong",JF
"My passions are: call her unkind and cruel,",JF
Offer her all I have to gain the Jewel,JF
"Maidens so highly prize: then loath, and fly:",JF
This do I hold a blessed destiny.,JF
_Enter_ Amaryllis.,JF
"_Amar_. Hail Shepherd, _Pan_ bless both thy flock and thee,",JF
For being mindful of thy word to me.,JF
"_Sul_. Welcom fair Shepherdess, thy loving swain",JF
"Gives thee the self same wishes back again,",JF
"Who till this present hour ne're knew that eye,",JF
"Could make me cross mine arms, or daily dye",JF
"With fresh consumings: boldly tell me then,",JF
"How shall we part their faithful loves, and when?",JF
"Shall I bely him to her, shall I swear",JF
"His faith is false, and he loves every where?",JF
"I'le say he mockt her th' other day to you,",JF
"Which will by your confirming shew as true,",JF
"For he is of so pure an honesty,",JF
To think (because he will not) none will lye:,JF
"Or else to him I'le slander _Amoret_,",JF
"And say, she but seems chaste; I'le swear she met",JF
Me 'mongst the shady Sycamores last night,JF
And loosely offred up her flame and spright,JF
"Into my bosom, made a wanton bed",JF
"Of leaves and many flowers, where she spread",JF
Her willing body to be prest by me;,JF
"There have I carv'd her name on many a tree,",JF
Together with mine own; to make this show,JF
"More full of seeming, _Hobinall_ you know,",JF
"Son to the aged Shepherd of the glen,",JF
"Him I have sorted out of many men,",JF
"To say he found us at our private sport,",JF
And rouz'd us 'fore our time by his resort:,JF
"This to confirm, I have promis'd to the boy",JF
"Many a pretty knack, and many a toy,",JF
"As gins to catch him birds, with bow and bolt,",JF
To shoot at nimble Squirrels in the holt;,JF
"A pair of painted Buskins, and a Lamb,",JF
"Soft as his own locks, or the down of swan;",JF
"This I have done to win ye, which doth give",JF
Me double pleasure. Discord makes me live.,JF
"_Amar_. Lov'd swain, I thank ye, these tricks might prevail",JF
"With other rustick Shepherds, but will fail",JF
"Even once to stir, much more to overthrow",JF
"His fixed love from judgement, who doth know",JF
"Your nature, my end, and his chosens merit;",JF
"Therefore some stranger way must force his spirit,",JF
"Which I have found: give second, and my love",JF
Is everlasting thine.,JF
_Sul_. Try me and prove.,JF
"_Amar_. These happy pair of lovers meet straightway,",JF
"Soon as they fold their flocks up with the day,",JF
"In the thick grove bordering upon yon Hill,",JF
"In whose hard side Nature hath carv'd a well,",JF
"And but that matchless spring which Poets know,",JF
Was ne're the like to this: by it doth grow,JF
"About the sides, all herbs which Witches use,",JF
"All simples good for Medicine or abuse,",JF
"All sweets that crown the happy Nuptial day,",JF
"With all their colours, there the month of _May_",JF
"Is ever dwelling, all is young and green,",JF
There's not a grass on which was ever seen,JF
"The falling _Autumn_, or cold Winters hand,",JF
"So full of heat and vertue is the land,",JF
"About this fountain, which doth slowly break",JF
"Below yon Mountains foot, into a Creek",JF
"That waters all the vally, giving Fish",JF
"Of many sorts, to fill the Shepherds dish.",JF
"This holy well, my grandam that is dead,",JF
"Right wise in charms, hath often to me said,",JF
"Hath power to change the form of any creature,",JF
"Being thrice dipt o're the head, into what feature,",JF
"Or shape 'twould please the letter down to crave,",JF
"Who must pronounce this charm too, which she gave",JF
"Me on her death-bed; told me what, and how,",JF
"I should apply unto the Patients brow,",JF
"That would be chang'd, casting them thrice asleep,",JF
Before I trusted them into this deep.,JF
"All this she shew'd me, and did charge me prove",JF
"This secret of her Art, if crost in love.",JF
"I'le this attempt; now Shepherd, I have here",JF
"All her prescriptions, and I will not fear",JF
"To be my self dipt: come, my temples bind",JF
"With these sad herbs, and when I sleep you find,",JF
"As you do speak your charm, thrice down me let,",JF
And bid the water raise me _Amoret_;,JF
"Which being done, leave me to my affair,",JF
"And e're the day shall quite it self out-wear,",JF
"I will return unto my Shepherds arm,",JF
"Dip me again, and then repeat this charm,",JF
"And pluck me up my self, whom freely take,",JF
And the hotst fire of thine affection slake.,JF
"_Sul._  And if I fit thee not, then fit not me:",JF
I long the truth of this wells power to see.       [_Exeunt._,JF
_Enter Daphnis._,JF
"_Daph._  Here will I stay, for this the covert is",JF
"Where I appointed _Cloe_; do not miss,",JF
"Thou bright-ey'd virgin, come, O come my fair,",JF
"Be not abus'd with fear, nor let cold care",JF
"Of honour stay thee from the Shepherds arm,",JF
Who would as hard be won to offer harm,JF
"To thy chast thoughts, as whiteness from the day,",JF
Or yon great round to move another way.,JF
"My language shall be honest, full of truth,",JF
My flames as smooth and spotless as my youth:,JF
"I will not entertain that wandring thought,",JF
Whose easie current may at length be brought,JF
To a loose vastness.,JF
_Alexis within._  Cloe!,JF
"_Daph._  'Tis her voyce,",JF
"And I must answer, _Cloe_! Oh the choice",JF
"Of dear embraces, chast and holy strains",JF
Our hands shall give! I charge you all my veins,JF
"Through which the blood and spirit take their way,",JF
"Lock up your disobedient heats, and stay",JF
Those mutinous desires that else would grow,JF
To strong rebellion: do not wilder show,JF
Than blushing modesty may entertain.,JF
_Alexis within._  Cloe!,JF
"_Daph._  There sounds that [blessed] name again,",JF
_Enter_ Alexis.,JF
"And I will meet it: let me not mistake,",JF
This is some Shepherd! sure I am awake;,JF
"What may this riddle mean? I will retire,",JF
To give my self more knowledg.,JF
"_Alex._  Oh my fire,",JF
"How thou consum'st me! _Cloe,_ answer me,",JF
"_Alexis_, strong _Alexis_ , high and free,",JF
Calls upon _Cloe_. See mine arms are full,JF
"Of entertainment, ready for to pull",JF
That golden fruit which too too long hath hung,JF
"Tempting the greedy eye: thou stayest too long,",JF
I am impatient of these mad delayes;,JF
I must not leave unsought these many ways,JF
"That lead into this center, till I find",JF
"Quench for my burning lust. I come, unkind.       [_Exit_ Alexis.",JF
"_Daph._  Can my imagination work me so much ill,",JF
"That I may credit this for truth, and still",JF
Believe mine eyes? or shall I firmly hold,JF
"Her yet untainted, and these sights but bold",JF
Illusion? Sure such fancies oft have been,JF
"Sent to abuse true love, and yet are seen,",JF
Daring to blind the vertuous thought with errour.,JF
But be they far from me with their fond terrour:,JF
I am resolv'd my _Cloe_ yet is true.       [Cloe _within._,JF
"_Cloe_, hark, _Cloe_: Sure this voyce is new,",JF
"Whose shrilness like the sounding of a Bell,",JF
"Tells me it is a Woman: _Cloe_, tell",JF
Thy blessed name again. _Cloe_. [_within_] Here.,JF
"Oh what a grief is this to be so near,",JF
And not incounter!,JF
_Enter_ Cloe.,JF
"_Clo._  Shepherd, we are met,",JF
"Draw close into the covert, lest the wet",JF
Which falls like lazy mists upon the ground,JF
Soke through your Startups.,JF
_Daph._  Fairest are you found?,JF
"How have we wandred, that the better part",JF
Of this good night is perisht? Oh my heart!,JF
"How have I long'd to meet ye, how to kiss",JF
"Those lilly hands, how to receive the bliss",JF
That charming tongue gives to the happy ear,JF
Of him that drinks your language! but I fear,JF
"I am too much unmanner'd, far too rude,",JF
And almost grown lascivious to intrude,JF
"These hot behaviours; where regard of fame,",JF
"Honour, and modesty, a vertuous name,",JF
And such discourse as one fair Sister may,JF
"Without offence unto the Brother say,",JF
"Should rather have been tendred: but believe,",JF
Here dwells a better temper; do not grieve,JF
"Then, ever kindest, that my first salute",JF
"Seasons so much of fancy, I am mute",JF
"Henceforth to all discourses, but shall be",JF
Suiting to your sweet thoughts and modestie.,JF
"Indeed I will not ask a kiss of you,",JF
"No not to wring your fingers, nor to sue",JF
"To those blest pair of fixed stars for smiles,",JF
"All a young lovers cunning, all his wiles,",JF
"And pretty wanton dyings, shall to me",JF
Be strangers; only to your chastitie,JF
I am devoted ever.,JF
"_Clo_. Honest Swain,",JF
"First let me thank you, then return again",JF
"As much of my love: no thou art too cold,",JF
"Unhappy Boy, not tempred to my mold,",JF
"Thy blood falls heavy downward, 'tis not fear",JF
"To offend in boldness wins, they never wear",JF
Deserved favours that deny to take,JF
When they are offered freely: Do I wake,JF
"To see a man of his youth, years and feature,",JF
"And such a one as we call goodly creature,",JF
Thus backward? What a world of precious Art,JF
"Were meerly lost, to make him do his part?",JF
"But I will shake him off, that dares not hold,",JF
Let men that hope to be belov'd be bold.,JF
"_Daphnis_, I do desire, since we are met",JF
"So happily, our lives and fortunes set",JF
"Upon one stake, to give assurance now,",JF
"By interchange of hands and holy vow,",JF
Never to break again: walk you that way,JF
Whilest I in zealous meditation stray,JF
A little this way: when we both have ended,JF
"These rites and duties, by the woods befriended,",JF
"And secrecie of night, retire and find",JF
"An aged Oak, whose hollowness may bind",JF
"Us both within his body, thither go,",JF
It stands within yon bottom.,JF
_Daph_. Be it so.                          [_Ex_. Daph.,JF
"_Clo_. And I will meet there never more with thee,",JF
Thou idle shamefastness.,JF
_Alex. [within] Chloe!_,JF
_Clo_. 'Tis he,JF
That dare I hope be bolder.,JF
_Alex. Cloe!_,JF
_Clo_. Now,JF
Great _Pan_ for _Syrinx_ sake bid speed our Plow.     [_Exit_ Cloe.,JF
_Actus Tertius. Scena Prima.,JF
_Enter_ Sullen Shepherd _with_ Amaryllis _in a sleep._,JF
_Sull_. From thy forehead thus I take,JF
"These herbs, and charge thee not awake",JF
"Till in yonder holy Well,",JF
"Thrice with powerful Magick spell,",JF
"Fill'd with many a baleful word,",JF
Thou hast been dipt; thus with my cord,JF
"Of blasted Hemp, by Moon-light twin'd,",JF
I do thy sleepy body bind;,JF
"I turn thy head into the East,",JF
"And thy feet into the West,",JF
"Thy left arm to the South put forth,",JF
And thy right unto the North:,JF
"I take thy body from the ground,",JF
"In this deep and deadly swound,",JF
And into this holy spring,JF
I let thee slide down by my string.,JF
"Take this Maid thou holy pit,",JF
"To thy bottom, nearer yet,",JF
"In thy water pure and sweet,",JF
By thy leave I dip her feet;,JF
"Thus I let her lower yet,",JF
That her ankles may be wet;,JF
"Yet down lower, let her knee",JF
In thy waters washed be;,JF
There stop: Fly away,JF
Every thing that loves the day.,JF
"Truth that hath but one face,",JF
Thus I charm thee from this place.,JF
"Snakes that cast your coats for new,",JF
"Camelions that alter hue,",JF
"Hares that yearly Sexes change,",JF
"_Proteus_ alt'ring oft and strange,",JF
"_Hecate_ with shapes three,",JF
"Let this Maiden changed be,",JF
"With this holy water wet,",JF
To the shape of _Amoret_:,JF
"_Cynthia_ work thou with my charm,",JF
Thus I draw thee free from harm,JF
"Up out of this blessed Lake,",JF
Rise both like her and awake.                   [_She awakes_.,JF
"_Amar_. Speak Shepherd, am I _Amoret_ to sight?",JF
Or hast thou mist in any Magick rite;,JF
"For want of which any defect in me,",JF
May make our practices discovered be.,JF
"_Sul_. By yonder Moon, but that I here do stand,",JF
"Whose breath hath thus transform'd thee, and whose hand",JF
"Let thee down dry, and pluckt thee up thus wet,",JF
I should my self take thee for _Amoret_;,JF
"Thou art in cloths, in feature, voice and hew",JF
"So like, that sense cannot distinguish you.",JF
"_Amar_. Then this deceit which cannot crossed be,",JF
"At once shall lose her him, and gain thee me.",JF
"Hither she needs must come by promise made,",JF
"And sure his nature never was so bad,",JF
"To bid a Virgin meet him in the wood,",JF
"When night and fear are up, but understood,",JF
"Twas his part to come first: being come, I'le say,",JF
"My constant love made me come first and stay,",JF
"Then will I lead him further to the grove,",JF
"But stay you here, and if his own true love",JF
"Shall seek him here, set her in some wrong path,",JF
"Which say, her lover lately troden hath;",JF
"I'le not be far from hence, if need there be,",JF
"Here is another charm, whose power will free",JF
"The dazeled sense, read by the Moons beams clear,",JF
And in my own true map make me appear.,JF
_Enter_ Perigot.,JF
"_Sull_. Stand close, here's _Perigot_, whose constant heart",JF
Longs to behold her in whose shape thou art.,JF
_Per_. This is the place (fair _Amoret_) the hour,JF
Is yet scarce come: Here every Sylvan power,JF
"Delights to be about yon sacred Well,",JF
Which they have blest with many a powerful Spell;,JF
"For never Traveller in dead of Night,",JF
"Nor strayed Beasts have faln in, but when sight",JF
"Hath fail'd them, then their right way they have found",JF
"By help of them, so holy is the ground:",JF
"But I will farther seek, lest _Amoret_",JF
"Should be first come, and so stray long unmet.",JF
"My _Amoret, Amoret_.          [_Ex_. Amaryllis, Perigot.",JF
_Per_. My Love.,JF
_Amar_. I come my Love.                       [_Exit_.,JF
_Sull_. Now she has got,JF
"Her own desires, and I shall gainer be",JF
Of my long lookt for hopes as well as she.,JF
"How bright the moon shines here, as if she strove",JF
"To show her Glory in this little Grove,",JF
_Enter_ Amoret.,JF
To some new loved Shepherd. Yonder is,JF
Another _Amoret_. Where differs this,JF
"From that? but that she _Perigot_ hath met,",JF
I should have ta'n this for the counterfeit:,JF
"Herbs, Woods, and Springs, the power that in you lies,",JF
If mortal men could know your Properties!,JF
"_Amo_. Methinks it is not Night, I have no fear,",JF
"Walking this Wood, of Lions, or the Bear,",JF
"Whose Names at other times have made me quake,",JF
When any Shepherdess in her tale spake,JF
"Of some of them, that underneath a Wood",JF
Have torn true Lovers that together stood.,JF
"Methinks there are no Goblins, and mens talk,",JF
"That in these Woods the nimble Fairies walk,",JF
"Are fables; such a strong heart I have got,",JF
Because I come to meet with _Perigot_.,JF
"My _Perigot_! who's that, my _Perigot_?",JF
_Sull_. Fair maid.,JF
"_Amo_. Ay me, thou art not _Perigot_.",JF
_Sull_. But I can tell ye news of _Perigot_:,JF
An hour together under yonder tree,JF
"He sate with wreathed arms and call'd on thee,",JF
"And said, why _Amoret_ stayest thou so long?",JF
"Then starting up, down yonder path he flung,",JF
"Lest thou hadst miss'd thy way: were it day light,",JF
He could not yet have born him out of sight.,JF
"_Amor_. Thanks, gentle Shepherd, and beshrew my stay,",JF
That made me fearful I had lost my way:,JF
As fast as my weak Legs (that cannot be,JF
"Weary with seeking him) will carry me,",JF
I'll seek him out; and for thy Courtesie,JF
Pray _Pan_ thy Love may ever follow thee.        [_Exit_.,JF
"_Sull_. How bright she was, how lovely did she show!",JF
Was it not pity to deceive her so?,JF
"She pluckt her Garments up, and tript away,",JF
And with her Virgin-innocence did pray,JF
"For me that perjur'd her. Whilst she was here,",JF
Methought the Beams of Light that did appear,JF
"Were shot from her; methought the Moon gave none,",JF
But what it had from her: she was alone,JF
"With me, if then her presence did so move,",JF
Why did not I essay to win her Love?,JF
She would not sure have yielded unto me;,JF
"Women love only Opportunitie,",JF
"And not the Man; or if she had deny'd,",JF
"Alone, I might have forc'd her to have try'd",JF
"Who had been stronger: O vain Fool, to let",JF
"Such blest Occasion pass; I'll follow yet,",JF
"My Blood is up, I cannot now forbear.",JF
"_Enter_ Alex, _and_ Cloe.",JF
I come sweet _Amoret_: Soft who is here?,JF
A pair of Lovers? He shall yield her me;,JF
"""Now Lust is up, alike all Women be.",JF
"_Alex_. Where shall we rest? but for the love of me,",JF
"_Cloe_, I know ere this would weary be.",JF
"_Clo_. _Alexis_, let us rest here, if the place",JF
"Be private, and out of the common trace",JF
Of every Shepherd: for I understood,JF
This Night a number are about the Wood:,JF
"Then let us chuse some place, where out of sight",JF
We freely may enjoy our stoln delight.,JF
"_Alex_. Then boldly here, where we shall ne're be found,",JF
"No Shepherds way lies here, 'tis hallow'd ground:",JF
"No Maid seeks here her strayed Cow, or Sheep,",JF
"Fairies, and Fawns, and Satyrs do it keep:",JF
"Then carelesly rest here, and clip and kiss,",JF
And let no fear make us our pleasures miss.,JF
"_Clo_. Then lye by me, the sooner we begin,",JF
The longer ere the day descry our sin.,JF
"_Sull_. Forbear to touch my Love, or by yon flame,",JF
"The greatest power that Shepherds dare to name,",JF
Here where thou sit'st under this holy tree,JF
"Her to dishonour, thou shalt buried be.",JF
"_Alex_. If _Pan_ himself, should come out of the lawns,",JF
"With all his Troops of Satyrs and of Fawns,",JF
"And bid me leave, I swear by her two eyes,",JF
"A greater Oath than thine, I would not rise.",JF
"_Sull_. Then from the cold Earth never shalt thou move,",JF
But lose at one stroke both thy Life and Love.,JF
_Clo_. Hold gentle Shepherd.,JF
"_Sull_. Fairest Shepherdess,",JF
"Come you with me, I do not love you less",JF
"Than that fond man, that would have kept you there",JF
From me of more desert.,JF
_Alex_. O yet forbear,JF
To take her from me; give me leave to dye,JF
By her.,JF
"[_The Satyr enters, he runs one way, and she another_.",JF
"_Sat_. Now whilst the Moon doth rule the Skie,",JF
"And the Stars, whose feeble light",JF
"Give a pale Shadow to the night,",JF
"Are up, great _Pan_ commanded me",JF
"To walk this Grove about, whilst he",JF
"In a corner of the Wood,",JF
"Where never mortal foot hath stood,",JF
"Keeps dancing, musick, and a feast",JF
"To entertain a lovely Guest,",JF
"Where he gives her many a Rose,",JF
Sweeter than the breath that blows,JF
"The leaves; Grapes, Berries of the best,",JF
I never saw so great a feast.,JF
"But to my Charge: here must I stay,",JF
"To see what mortals lose their way,",JF
"And by a false fire seeming bright,",JF
Train them in and leave them right.,JF
Then must I watch if any be,JF
Forcing of a Chastitie:,JF
"If I find it, then in haste",JF
"Give my wreathed horn a Blast,",JF
"And the Fairies all will run,",JF
"Wildly dancing by the Moon,",JF
"And will pinch him to the bone,",JF
Till his lustful thoughts be gone.,JF
_Alex_. O Death!,JF
"_Sat_. Back again about this ground,",JF
Sure I hear a mortal sound;,JF
"I bind thee by this powerful Spell,",JF
"By the Waters of this Well,",JF
"By the glimmering Moon beams bright,",JF
"Speak again, thou mortal wight.",JF
_Alex_. Oh!,JF
"_Sat_. Here the foolish mortal lies,",JF
Sleeping on the ground: arise.,JF
"The poor wight is almost dead,",JF
"On the ground his wounds have bled,",JF
And his cloaths foul'd with his blood:,JF
To my Goddess in the Wood,JF
"Will I lead him, whose hands pure,",JF
Will help this mortal wight to cure.,JF
_Enter_ Cloe _again_.,JF
"_Clo_. Since I beheld yon shaggy man, my Breast",JF
"Doth pant, each bush, methinks, should hide a Beast:",JF
"Yet my desire keeps still above my fear,",JF
"I would fain meet some Shepherd, knew I where:",JF
"For from one cause of fear I am most free,",JF
"It is impossible to ravish me,",JF
I am so willing.  Here upon this ground,JF
I left my Love all bloody with his wound;,JF
"Yet till that fearful shape made me be gone,",JF
"Though he were hurt, I furnisht was of one,",JF
"But now both lost. _Alexis_, speak or move,",JF
"If thou hast any life, thou art yet my Love.",JF
"He's dead, or else is with his little might",JF
Crept from the Bank for fear of that ill Spright.,JF
"Then where art thou that struck'st my love? O stay,",JF
"Bring me thy self in change, and then I'll say",JF
"Thou hast some justice, I will make thee trim",JF
With Flowers and Garlands that were meant for him;,JF
"I'll clip thee round with both mine arms, as fast",JF
As I did mean he should have been embrac'd:,JF
But thou art fled. What hope is left for me?,JF
"I'll run to _Daphnis_ in the hollow tree,",JF
"Whom I did mean to mock, though hope be small,",JF
"To make him bold; rather than none at all,",JF
"I'll try him; his heart, and my behaviour too",JF
Perhaps may teach him what he ought to do.           [_Exit_.,JF
_Enter_ Sullen Shepherd.,JF
"_Sul_. This was the place, 'twas but my feeble sight,",JF
"Mixt with the horrour of my deed, and night,",JF
"That shap't these fears, and made me run away,",JF
And lose my beauteous hardly gotten prey.,JF
"Speak gentle Shepherdess, I am alone,",JF
And tender love for love: but she is gone,JF
"From me, that having struck her Lover dead,",JF
For silly fear left her alone and fled.,JF
And see the wounded body is remov'd,JF
By her of whom it was so well belov'd.,JF
_Enter_ Perigot _and_ Amaryllis _in the shape of_ Amoret.,JF
"But these fancies must be quite forgot,",JF
I must lye close. Here comes young _Perigot_,JF
With subtile _Amaryllis_ in the shape,JF
Of _Amoret_. Pray Love he may not 'scape.,JF
"_Amar_. Beloved _Perigot_, shew me some place,",JF
"Where I may rest my limbs, weak with the Chace",JF
"Of thee, an hour before thou cam'st at least.",JF
_Per_. Beshrew my tardy steps: here shalt thou rest,JF
"Upon this holy bank, no deadly Snake",JF
Upon this turf her self in folds doth make.,JF
Here is no poyson for the Toad to feed;,JF
"Here boldly spread thy hands, no venom'd Weed",JF
"Dares blister them, no slimy Snail dare creep",JF
Over thy face when thou art fast asleep;,JF
"Here never durst the babling Cuckow spit,",JF
No slough of falling Star did ever hit,JF
"Upon this bank: let this thy Cabin be,",JF
This other set with Violets for me.,JF
_Ama_. Thou dost not love me _Perigot_.,JF
"_Per_. Fair maid,",JF
You only love to hear it often said;,JF
You do not doubt.,JF
_Amar_. Believe me but I do.,JF
_Per_. What shall we now begin again to woo?,JF
"Tis the best way to make your Lover last,",JF
"To play with him, when you have caught him fast.",JF
"_Amar_. By _Pan_ I swear, I loved _Perigot_,",JF
"And by yon Moon, I think thou lov'st me not.",JF
"_Per_. By _Pan_ I swear, and if I falsely swear,",JF
"Let him not guard my flocks, let Foxes tear",JF
"My earliest Lambs, and Wolves whilst I do sleep",JF
"Fall on the rest, a Rot among my Sheep.",JF
I love thee better than the careful Ewe,JF
The new-yean'd Lamb that is of her own hew;,JF
I dote upon thee more than the young Lamb,JF
Doth on the bag that feeds him from his Dam.,JF
"Were there a sort of Wolves got in my Fold,",JF
"And one ran after thee, both young and old",JF
"Should be devour'd, and it should be my strife",JF
"To save thee, whom I love above my life.",JF
_Ama_. How shall I trust thee when I see thee chuse,JF
"Another Bed, and dost my side refuse?",JF
_Per_. 'Twas only that the chast thoughts might be shewn,JF
"Twixt thee and me, although we were alone.",JF
"_Ama_. Come, _Perigot_ will shew his power, that he",JF
"Can make his _Amoret_, though she weary be,",JF
"Rise nimbly from her Couch, and come to his.",JF
"Here take thy _Amoret_, embrace and kiss.",JF
_Per_. What means my Love?,JF
"_Ama_. To do as lovers shou'd,",JF
"That are to be enjoy'd, not to be woo'd.",JF
There's ne'r a Shepherdess in all the plain,JF
"Can kiss thee with more Art, there's none can feign",JF
More wanton tricks.,JF
"_Per_. Forbear, dear Soul, to trie",JF
Whether my Heart be pure; I'll rather die,JF
Than nourish one thought to dishonour thee.,JF
_Amar_. Still think'st thou such a thing as Chastitie,JF
"Is amongst Women? _Perigot_ there's none,",JF
"That with her Love is in a Wood alone,",JF
And would come home a maid; be not abus'd,JF
"With thy fond first Belief, let time be us'd:",JF
Why dost thou rise?,JF
_Per_. My true heart thou hast slain.,JF
"_Ama_. Faith _Perigot_, I'll pluck thee down again.",JF
"_Per_. Let go, thou Serpent, that into my brest",JF
Hast with thy cunning div'd; art not in Jest?,JF
"_Ama_. Sweet love, lye down.",JF
"_Per_. Since this I live to see,",JF
Some bitter North-wind blast my flocks and me.,JF
"_Ama_. You swore you lov'd, yet will not do my will.",JF
"_Per_. O be as thou wert once, I'll love thee still.",JF
"_Ama_. I am, as still I was, and all my kind,",JF
Though other shows we have poor men to blind.,JF
"_Per_. Then here I end all Love, and lest my vain",JF
"Belief should ever draw me in again,",JF
"Before thy face that hast my Youth misled,",JF
"I end my life, my blood be on thy head.",JF
"_Ama._ O hold thy hands, thy _Amoret_ doth cry.",JF
"_Per._ Thou counsel'st well, first _Amoret_ shall dye,",JF
That is the cause of my eternal smart.   [_He runs after her._,JF
_Ama._ O hold.,JF
_Per._ This steel shall pierce thy lustful heart.,JF
[_The Sullen Shepherd steps out and uncharms her._,JF
"_Sull._ Up and down every where,",JF
I strew the herbs to purge the air:,JF
Let your Odour drive hence,JF
All mists that dazel sence.,JF
Herbs and Springs whose hidden might,JF
